,city,latitude,longitude,attacktype,targtype,targsubtype,target,weaptype,weapsubtype,gname,Month,Day,Year
2999,Tiruchirappalli,10.815278,78.696389,2036,368,205,Railroad tracks,2121,315,3,6,12,2010
3000,Tilaya,23.579468,85.952859,592,1538,447,A civilian accused of cooperating with the police,243,181,1546,6,13,2010
3001,Belpahari,22.632073,86.764262,592,1538,189,Two ex Communist Party of India (Maoist) members,243,181,1414,6,14,2010
3002,Rohtas district,25.068355,84.013843,1514,786,164,A police station was targeted in the attack.,1813,1564,1546,6,14,2010
3003,Gaya district,25.04796,85.136165,1514,368,205,The Islampur railway station,371,403,1546,6,14,2010
3004,Markapalli,18.535742,82.037989,1514,313,66,A border security force officer was targeted in the attack.,243,181,1546,6,16,2010
3005,Chatra,24.204235,84.870937,437,417,142,Two industrial vehicles of the Mini Construction Company,382,329,1414,6,17,2010
3006,Dibrugarh,27.477675,94.910721,437,417,221,A Bajrangpur tea estate was targeted in the attack.,371,403,238,6,18,2010
3007,Jiyan,22.370659,86.502181,1514,1538,447,A civilian,1813,1564,1546,6,19,2010
3008,Jamshedpur,22.804566,86.202875,1514,876,296,The president of the public distribution system (PDS) dealers,1813,1564,1546,6,19,2010
3009,Bakra Kocha,22.406265,86.497128,1514,1538,447,One civilian,1813,1564,1546,6,20,2010
3010,Dantewada,18.9,81.35,2036,786,433,Police officers,1813,1564,1546,6,23,2010
3011,West Midnapore district,22.404193,87.379866,592,130,26,The target of the attack was a school teacher.,1813,1564,1546,6,24,2010
3012,Binpur,22.577189,87.004942,592,1538,189,The son of  a Communist Party of India-Marxist (CPM) leader was targeted in the attack.,1813,1564,1546,6,24,2010
3013,Bagdubi,22.910342,86.765519,437,876,315,"The house of Communist Party of India-Marxist (CPM) zonal committee member, Nabin Hembram,",382,329,1414,6,25,2010
3014,Govindpalli,18.578762,82.281954,2036,786,433,Police officers,2121,265,1546,6,26,2010
3015,Karmaposh,21.974236,84.984354,2036,368,43,A bridge was targeted in the attack.,2121,265,1546,6,26,2010
3016,Bastar,19.203477,81.934532,1514,1538,447,Villagers,1813,1564,1546,6,28,2010
3017,Simdega district,22.610968,84.502431,1514,102,75,Two alleged police informants and members of Jharkhand Liberation Tigers,1813,1564,1546,6,28,2010
3018,Barkol,23.610346,83.810174,592,1538,186,"A tribal elder, Bardhan Kachhu,",1813,1564,1546,6,29,2010
3019,Narayanpur district,19.723535,81.242411,1514,786,171,A Central Reserve Police Force (CRPF) paramilitary security patrol,1813,180,1546,6,29,2010
3020,Unknown,25.090798,85.311177,592,1538,447,A civilian targeted in the attack.,243,181,1546,6,30,2010
3021,Salehatu,23.0704,85.423954,592,1538,447,A civilian,371,403,1546,6,30,2010
3022,Vijayapura,16.830171,75.710031,2036,786,433,Seven Central Reserve Police Force personnel,2121,265,1546,6,30,2010
3023,West Midnapore district,22.404193,87.379866,1514,786,171,A joint security forces patrol,1813,1564,1546,6,30,2010
3024,Bijulibon,27.540153,95.722239,1514,417,221,A manager and employee of the Luit tea estate,243,30,238,7,1,2010
3025,Narayanpur,19.723535,81.242411,1514,1538,447,Three civilians,1813,1564,1546,7,1,2010
3026,Charai,24.304028,84.204164,2036,130,88,A middle school,2121,674,1546,7,1,2010
3027,Imphal,24.817011,93.936844,2036,417,221,The residence of contractor Thongam Bisorit,2121,674,1414,7,1,2010
3028,Aurangabad,24.749905,84.370896,592,1538,189,"A former Communist Party of India-Maoist (CPI-M), Umesh Mehta,",371,403,1546,7,2,2010
3029,Palaspal,21.217183,85.784604,1514,1538,447,Two villagers,243,181,1546,7,2,2010
3030,Imphal,24.817011,93.936844,2036,876,296,"The residence of Nameirakpam Surendra, an assistant agriculture officer,",2121,533,1414,7,3,2010
3031,Jeeram,19.203477,81.934532,2036,368,43,A culvert was targeted in the attack.,2121,674,1546,7,4,2010
3032,Gadchiroli district,20.181843,80.006844,437,368,74,A state transport corporation bus was targeted in the attack.,382,329,1546,7,5,2010
3033,Kalimela,17.858395,81.434522,2036,876,143,Two government offices,2121,265,1546,7,5,2010
3034,Imphal,24.817011,93.936844,2036,417,22,A hospital was targeted in the attack.,2121,533,1414,7,6,2010
3035,Malkangiri district,18.364195,81.892418,2036,130,88,A school,2121,265,1546,7,6,2010
3036,Murshidabad district,24.18,88.27,1514,786,433,Two security guards,1813,1564,1546,7,6,2010
3037,Daitari,21.111097,85.825585,592,786,433,Assistant Sub-Inspector (ASI) Umesh Chandra Marandi,382,329,1546,7,7,2010
3038,Kokrajhar district,26.398022,90.269415,2036,368,205,Railway tracks,2121,674,106,7,8,2010
3039,Kuakonda,18.727528,81.441632,1514,786,164,The Kuskonda police station,1813,1564,1546,7,8,2010
3040,Nakulnar,18.904292,81.346817,200,876,296,The residence of Congress leader Avdesh Gautam,2121,674,1546,7,8,2010
3041,Dhanbad,23.795653,86.430386,2036,368,205,Railway tracks between the Tetulmari and Nichitpur stations,2121,674,106,7,8,2010
3042,Latehar district,23.744186,84.504429,2036,368,205,The Hehegara railway station,2121,53,106,7,8,2010
3043,Laksmanpur,22.636028,88.274045,200,876,315,"A local leader of the ruling Communist Party of India-Marxist, Lankeswar Mahato,",1813,1564,1546,7,8,2010
3044,Bijapur,18.791667,80.816667,2036,786,171,A police vehicle,2121,265,1546,7,9,2010
3045,Koraput district,18.815236,82.712102,1514,417,142,"A road construction contractor, A.S. Chawla,",382,329,1546,7,9,2010
3046,Malkangiri district,18.364195,81.892418,2036,89,67,A mobile tower,2121,265,1546,7,10,2010
3047,Balidiha,22.291444,86.928606,592,876,296,"Soumen Bhakat, chief of Kenddangri gram panchayat",1813,180,1546,7,10,2010
3048,Kirandul,18.633644,81.25739,437,417,27,The National Mineral Development Corporation complex,382,329,1546,7,12,2010
3049,Banduan,22.875122,86.505971,200,876,315,"A local leader of the Jharkhand Mukti Morcha (JMM), Srikanta Hansda,",1813,1564,1546,7,12,2010
3050,Injaram,17.878896,81.390117,1514,786,433,Salwa Judum (anti-Maoist vigilante group) activists,1813,1564,1546,7,13,2010
3051,Bheji,18.336306,81.476654,1514,786,433,Salwa Judum (anti-Maoist vigilante group) activists,1813,1564,1546,7,13,2010
3052,Errabore,17.980901,81.438199,1514,786,433,Salwa Judum (anti-Maoist vigilante group) activists,1813,1564,1546,7,13,2010
3053,Gorkha,17.945263,81.359428,1514,786,433,Salwa Judum (anti-Maoist vigilante group) activists,1813,1564,1546,7,13,2010
3054,Dantewada,18.9,81.35,1514,786,433,Salwa Judum (anti-Maoist vigilante group) activists,1813,1564,1546,7,13,2010
3055,Dantewada,18.9,81.35,1514,786,433,Salwa Judum (anti-Maoist vigilante group) activists,1813,1564,1546,7,13,2010
3056,Murakati,22.35435,86.906606,592,1538,447,A civilian was targeted in the attack.,1813,1564,1546,7,13,2010
3057,Handibhanga,21.844607,85.38208,1514,1538,447,A villager,243,181,1546,7,14,2010
3058,Gopiballavpur,22.205948,86.894779,200,876,315,"Neelmani Tudu, a local leader of the Jharkhand Mukti Morcha and former panchayat,",1813,1564,1546,7,14,2010
3059,Guwahati,26.1503,91.736061,2036,1538,78,A bazaar was targeted in the attack.,2121,315,33,7,15,2010
3060,Narayanpur district,19.723535,81.242411,2036,786,164,A police station,2121,674,1546,7,15,2010
3061,Simlapal,22.916707,87.07035,1514,876,315,"A zonal committee member of the Communist Party of India-Marxist (CPM), Nirmol Soren,",1813,1564,1546,7,15,2010
3062,Pukhuria,22.937379,86.966776,1514,1538,189,A Communist Party of India-Marxist supporter was targeted in the attack.,1813,1564,1546,7,15,2010
3063,Dhansiri,26.280004,93.884575,2036,368,205,A railway bridge over the Dhansiri river in Golaghat,2121,674,106,7,16,2010
3064,Pakridayal,26.560442,85.06053,2036,130,88,The Sinheshwar Seminari High School was targeted in the attack.,2121,315,1546,7,16,2010
3065,Kankerlanka,18.22153,81.355483,1514,1538,186,"A civilian, identified as Sodhi Hunga,",1813,1564,1546,7,17,2010
3066,Latehar district,23.744186,84.504429,2036,786,433,Indian security personnel,2121,265,1546,7,17,2010
3067,Sindurpur,23.432932,86.514813,592,876,315,A Communist Party of India-Marxist (CPM) committee member and his son,1813,1564,1546,7,19,2010
3068,Bhaduwa,22.653787,86.555165,437,417,142,Construction equipment and machinery,382,329,1546,7,19,2010
3069,Imphal,24.817011,93.936844,2036,1538,80,The residence of Dr. Mayengbam Modhumangol,2121,533,1414,7,21,2010
3070,Kishtwar,33.313294,75.763367,592,417,221,"Mohammad Ramzan Khandey, a contractor,",243,181,88,7,21,2010
3071,Bijapur,18.791667,80.816667,200,786,433,"A Salwa Judum leader, identified as Raghu Singh,",1813,1564,1546,7,22,2010
3072,Bijapur,18.791667,80.816667,13,368,74,A bus belonging to a private travel company,371,403,1546,7,23,2010
3073,Manikpara,22.370952,87.124831,1514,130,16,"Rabindranath Mahato, the headmaster of Indraboni Primary School,",1813,1564,1546,7,23,2010
3074,Sankrail,22.544534,88.221773,1514,1538,189,"A Trinamool Congress party supporter, identified as Hemanta Mahato,",371,403,1546,7,25,2010
3075,Chirang district,26.63755,90.644049,1514,313,66,Sashastra Seema Bal personnel,1813,1564,106,7,26,2010
3076,West Midnapore district,22.404193,87.379866,2036,368,43,A bridge was targeted in the attack.,2121,265,1546,7,27,2010
3077,Kirandul,18.633644,81.25739,437,417,9,Five trucks of the Essar Group,382,329,1546,7,29,2010
3078,Bhalukdubi,26.126337,90.616701,2036,786,433,Security forces belonging to the Central Reserve Police Force,2121,80,106,7,30,2010
3079,Doki,23.938979,84.425145,592,876,296,A government employee was targeted in the attack.,371,403,1546,8,1,2010
3080,Imphal,24.817011,93.936844,1514,417,221,A non-local migrant worker was shot and killed.,1813,1564,1414,8,2,2010
3081,Purnanagar,24.129325,86.31232,2036,876,7,Security guards of the Security and Intelligence Services (SIS),2121,265,1546,8,3,2010
3082,Balumath,23.833807,84.782531,200,876,315,"A Bharatiya Janata Party leader, identified as Munna Gupta,",1813,1564,1546,8,4,2010
3083,Mahipani,22.264864,85.059714,2036,368,43,A bridge,2121,674,1546,8,4,2010
3084,Gopiballavpur,22.209253,86.896039,592,1538,189,"A supporter of the ruling Communist Party of India-Marxist (CPM), Nirmal Routh, was targeted in the attack.",1813,1564,1414,8,4,2010
3085,Ghatshila,22.587307,86.47438,1514,876,296,An employee of the state-run Uranium Corporation of India Limited,1813,1564,1546,8,4,2010
3086,Dhalai district,23.919906,91.850304,2036,313,86,Border Security Force troopers,2121,315,62,8,6,2010
3087,Khanda Khas,24.236881,84.074879,2036,130,88,A school building,2121,674,1546,8,7,2010
3088,Rajouri district,33.371715,74.315313,200,313,66,The vehicle of a Commanding Officer of Rashriya Rifles,1813,1564,1414,8,11,2010
3089,Malkangiri district,18.364195,81.892418,2036,876,143,A local level government office building,2121,265,1546,8,12,2010
3090,Belpahari,22.632073,86.764262,592,876,315,A worker of the ruling Communist Party of India-Marxist (CPM) was targeted in the attack.,243,181,1546,8,12,2010
3091,Chandebila,22.819444,87.234464,1514,1538,189,"A Communist Party of India-Marxist (CPM) supporter, identified as Chotu Mahato,",1813,1564,1546,8,13,2010
3092,Bhatar,23.406839,87.925092,437,1538,55,Militants set abalze two mini-trucks and a pick-up van.,382,329,22,8,13,2010
3093,Salbani,23.065,86.269444,2036,368,43,A bridge was targeted in the attack.,2121,265,1546,8,13,2010
3094,Bacheli,18.700958,81.24913,437,417,9,Six trucks belonging to private contractors of the Essar Steel Company,382,329,1546,8,13,2010
3095,Malkangiri district,18.364195,81.892418,2036,130,88,A newly built school building,2121,674,1414,8,14,2010
3096,West Midnapore district,22.404193,87.379866,592,1538,189,Two supporters of the ruling Communist Party of India-Marxist (CPM),1813,1564,1546,8,14,2010
3097,Kuakonda,18.727528,81.441632,2036,876,143,A newly-built tehsil (revenue) office,2121,674,1546,8,16,2010
3098,Ghatshila,22.587307,86.47438,1514,417,221,"A contractor D. Pal,",1813,1564,1546,8,17,2010
3099,East Singhbhum district,22.486676,86.499655,2036,130,88,A school building,2121,674,1546,8,17,2010
3100,Sopore,34.286763,74.462401,1514,876,296,"The residence of a Jammu and Kashmir legislator, Muhammad Ashraf Dar,",1813,1564,1414,8,18,2010
3101,Tamenglong district,24.984523,93.503509,592,102,75,A former cadre of the Military Council faction of the Kuki National Front (KNF-MC) was targeted in the attack.,1813,1564,1414,8,18,2010
3102,Charaipung Bimalapur,27.057645,95.263268,1514,786,433,Assam Police,1813,1564,50,8,20,2010
3103,Medpalli,19.084645,80.159604,437,1538,447,Two suspected police informers,382,329,1546,8,21,2010
3104,Banduan,22.875122,86.505971,592,1538,189,"Nandalal Besra, a supporter of the ruling Communist Party of India-Marxist (CPM), was targeted in the attack.",371,403,1546,8,22,2010
3105,Koraput district,18.815236,82.712102,592,1538,266,A suspected police informer was targeted in the attack.,243,181,1546,8,23,2010
3106,Koraput district,18.815236,82.712102,592,1538,447,Civilians,243,181,1546,8,23,2010
3107,Kalabani,23.409836,86.579817,127,1538,189,Three supporters of the ruling Communist Party of India-Marxist,371,403,1546,8,26,2010
3108,Chandabila,22.819444,87.234464,437,1538,16,A community hall,382,46,1546,8,28,2010
3109,Lakhisarai,25.167773,86.094418,1514,786,171,A police patrol was targeted in the attack.,1813,1564,1546,8,29,2010
3110,Ladhoura,26.515894,85.29404,592,876,296,"A Block Development Officer (BDO), identified as Manok Kumar Singh, was targeted in the attack.",371,403,1546,8,29,2010
3111,Bhuski,20.208052,80.877724,1514,786,433,"Five security personnel, including two Border Security Force men, two District Force personnel and a Special Police Officer,",1813,1564,1546,8,29,2010
3112,Dusura,18.545865,82.882905,200,876,296,"Congress leader, Anand Kirsani (38), was targeted in the attack.",1813,1564,1546,8,29,2010
3113,Ulung,22.763009,85.068003,33,1538,266,A suspected police informer was targeted in the attack.,243,25,1546,8,30,2010
3114,West Midnapore district,22.404193,87.379866,1514,1538,189,"A member of the ruling Communist Party of India - Marxist, identified as Jawahar Chalak,",1813,1564,1546,8,30,2010
3115,Bariatu,23.887562,84.799711,1514,1538,55,Three vehicles,382,46,1546,9,1,2010
3116,Ektal,22.238019,86.801633,1514,1538,266,"Two suspected police informers, identified as Ast Mahato and Girija Mahato,",1813,1564,1546,9,2,2010
3117,Dantewada,18.9,81.35,1514,786,433,"Nobel Khalko, a police official,",243,181,1546,9,3,2010
3118,Lalgarh,22.583971,87.049935,1514,130,16,"The headmaster of Garsalboni Primary School, Dibakar Mahato,",1813,44,1546,9,4,2010
3119,Dharampur,22.876869,88.384625,1514,1538,447,The relative of the Communist Party of India-Marxist's (CPM) Binpur zonal committee secretary,1813,1564,1546,9,5,2010
3120,Karbi Anglong district,25.960734,93.497468,1514,417,221,"The owner of Dhanseri Tea Estate, identified as Angshuman Das,",1813,1564,1414,9,6,2010
3121,Sihauta,24.415957,84.370891,592,1538,266,"A suspected police informant, Sanjay Prasad Kumar,",371,403,1546,9,7,2010
3122,Podia,17.862768,81.407293,2036,876,143,The Padia government block office building.,2121,265,1546,9,7,2010
3123,Daiphang,26.745469,92.095702,2036,368,205,A railway track,2121,315,106,9,8,2010
3124,Garhwa district,24.159623,83.803807,1514,1538,266,"A civilian and suspected police informer, identified as Ajay Yadav,",1813,1564,1546,9,8,2010
3125,Shiromoni,23.057592,88.099235,1514,876,315,"A Trinamool Congress party supporter, identified as Jithen Soren,",1813,1564,1546,9,8,2010
3126,Imamganj,24.453749,84.584344,437,1538,80,Several houses,382,329,1546,9,9,2010
3127,Podia,17.862768,81.407293,2036,876,143,The building of a panchayat office was bombed.,2121,265,1546,9,9,2010
3128,Munchingput,18.086249,82.876668,437,368,74,The Visakhapatnam-Jolaput night halt Road Transport Corporation bus,382,329,1546,9,11,2010
3129,Panchadumar,24.108456,83.677393,1514,1538,266,"A civilian, suspected of working as a police informer,",1813,1564,1546,9,12,2010
3130,Lalgarh,22.586023,87.051109,1514,1538,189,A Communist Party of India-Marxist (CPM) party member,1813,1564,1546,9,12,2010
3131,West Midnapore district,22.404193,87.379866,1514,1538,189,Communist Party of India-Marxist (CPI-M) supporters,1813,1564,1546,9,12,2010
3132,Lodhasuli,22.337591,87.049311,2036,876,315,A Communist Party of India-Marxist (CPM) party office,2121,265,1546,9,12,2010
3133,Bheji,18.336306,81.476654,1514,786,164,The Bhejji police station was targeted in the attack.,1813,1564,1546,9,13,2010
3134,Giridih district,24.179793,86.306772,2036,368,205,Railway tracks,2121,674,1546,9,13,2010
3135,Shahpur,24.025907,84.056387,437,417,142,One piece of construction equipment,382,329,1546,9,13,2010
3136,Bishnupur,24.628724,93.761325,592,876,296,"A female government doctor, R.K. Joymati Devi, and a female nurse, Kh. Kavita Devi,",1813,1564,1414,9,13,2010
3137,Amas,24.626323,84.656098,437,89,67,A private mobile tower,382,329,1546,9,14,2010
3138,Muzaffarpur,26.122892,85.368365,2036,368,205,Railway tracks,2121,674,1546,9,14,2010
3139,Sundargarh district,22.124002,84.043175,592,1538,186,"A civilian, Rajesh Lugun,",371,403,1546,9,14,2010
3140,Patina,22.164019,87.003439,1514,1538,189,A Communist Party of India-Marxist (CPM) was targeted in the attack.,1813,1564,1546,9,14,2010
3141,Basantpatti Chawk,26.62906,85.326622,437,368,74,Two buses,382,46,1546,9,15,2010
3142,Dantewada,18.9,81.35,437,417,221,Seven trucks transporting iron-ore were set on fire.,382,329,1546,9,16,2010
3143,Kangadi,20.353091,80.603357,592,1538,266,"Mansaram Parchaki, a suspected police informer,",371,403,1546,9,16,2010
3144,Pannemara,20.304074,80.493827,592,1538,266,"Vilas Kolhe, a suspected police informer,",371,403,1546,9,16,2010
3145,Nuapada,20.817079,82.533622,2036,876,143,A Forest Department subdivision range office was targeted in the attack.,2121,674,1546,9,16,2010
3146,Karimganj,24.86985,92.350009,1514,417,221,Employees of the Dulbcherra tea estate,1813,180,3,9,18,2010
3147,Madanwada,20.244972,80.711144,592,1538,186,"Kondu Ram, the village headman of Madanwada village,",371,403,1546,9,18,2010
3148,Lachhman Palli,19.619627,84.647122,1514,1538,447,Two civilians,243,181,1546,9,18,2010
3149,Rajabandha,18.20857,82.103346,592,1538,266,"Lalit Hantal, a village guard and suspected police informer,",371,403,1546,9,18,2010
3150,Kaimur,25.055543,83.688717,1514,1538,447,Civilians,1813,1564,1546,9,19,2010
3151,New Delhi,28.632381,77.220004,2036,89,221,Civilians,2121,75,34,9,19,2010
3152,Imphal,24.776847,93.943216,2036,417,221,"The residence of a contractor, identified as Takhellambam Bipin,",2121,533,1414,9,19,2010
3153,Bhadrakali,18.820315,80.358905,592,786,433,Police personnel,371,403,1546,9,19,2010
3154,Khunti district,23.075278,85.278889,127,1538,266,"Civilians, suspected of being police informers,",371,403,24,9,20,2010
3155,Koraput district,18.815236,82.712102,1514,1538,186,"Rabi Khara, a village head, and his associates",1813,1564,1546,9,20,2010
3156,Silda,22.616778,86.818269,1514,876,315,"A local leader of the ruling Communist Party of India-Marxist (CPM), Ananta Mukherjee,",1813,1564,1546,9,20,2010
3157,Dakshin Sole,22.454307,87.04119,2036,876,315,A Communist Party of India-Marxist party office,2121,315,1546,9,20,2010
3158,Kharik,25.367451,87.002179,1514,86,73,Members,243,181,1546,9,21,2010
3159,Usur,18.484547,80.752565,1514,417,142,"A construction site of a culvert, or bridge, was targeted in the attack.",1813,1564,1546,9,21,2010
3160,Raikal,18.905115,78.808327,592,1538,266,"M. Komaraiah, a suspected police informer",1813,1564,1546,9,22,2010
3161,Sitapala,21.395368,80.659743,1514,786,433,Police personnel belonging to the Hawk Force unit,1813,1564,1546,9,22,2010
3162,Bishnupur,24.628724,93.761325,2036,876,315,The residence of a political affiliate was targeted in the armed assault.,2121,533,30,9,22,2010
3163,West Midnapore district,22.404193,87.379866,1514,130,16,"A civilian, Srikanta Mondal, was targeted in the attack.",1813,44,1546,9,22,2010
3164,Imphal,24.817011,93.936844,2036,876,296,"A government official, an aide to the State Health Minister,",2121,533,30,9,23,2010
3165,Imphal,24.804592,93.93199,2036,876,296,A Director of Municipal Administration Housing and Urban Development (MAHUD) was targeted in the attack,2121,533,1414,9,23,2010
3166,Radhanagar,22.72637,87.866023,2036,1538,447,Civilians,2121,674,22,9,23,2010
3167,Gumla,23.041512,84.544486,1514,1538,266,"A gangster, Vimal Oraon, was targeted in the attack.",1813,1564,1546,9,24,2010
3168,Radhanagar,22.72637,87.866023,437,876,143,A community hall,382,329,1546,9,24,2010
3169,Bandhagora,22.138898,87.382878,2036,417,221,A building housing the office of the Krishak Sabha was bombed.,2121,674,1546,9,24,2010
3170,Kotagunnalu,17.867895,82.352578,1514,1538,186,"Two civilians, identified as Pangi Prasad and Pangi Srikanth,",243,181,1546,9,25,2010
3171,Ramgiri,18.768007,82.233881,200,876,315,"A leader of the ruling Biju Janata Dal (BJD), Nrusimha Panda, was targeted",1813,1564,1546,9,25,2010
3172,Ranchi,23.345904,85.336881,2036,130,88,A boys' school hostel was targeted in the attack.,2121,315,1546,9,27,2010
3173,Ukhrul,25.095386,94.361652,2036,1538,266,The residence of an Executive Engineer of Electricity,2121,533,1,9,29,2010
3174,Mahupada,22.076174,85.028135,1514,1538,447,A civlian was targeted in the attack.,1813,1564,1546,9,29,2010
3175,Dantewada,18.9,81.35,1514,786,433,A Central Reserve Police Force trooper was targeted in the attack.,243,181,1546,10,2,2010
3176,Saitola,21.323543,80.136014,1514,1538,186,"A civilian woman, Mayabai Dugga, was targeted in the attack.",243,181,1546,10,2,2010
3177,Mendhatola,20.150041,80.212611,1514,876,296,"A government employee, Murlidhar Mahadole, was targeted in the attack.",243,181,1546,10,2,2010
3178,Ramgiri,18.768007,82.233881,2036,876,143,A forest office was targeted in the attack.,2121,265,1546,10,2,2010
3179,Purulia district,23.332078,86.365208,1514,1538,189,Three Forward Bloc activists,1813,1564,1546,10,3,2010
3180,Gadchiroli district,20.181843,80.006844,2036,786,433,Joint security forces of police personnel and Central Reserve Police Force personnel,2121,265,1546,10,4,2010
3181,Talwada,19.315328,75.859205,2036,786,433,Police,2121,265,1546,10,5,2010
3182,Sonebhadra district,24.401944,83.053333,9,368,205,Railway tracks,20,403,1546,10,6,2010
3183,West Midnapore district,22.404193,87.379866,592,1538,189,A Communist Party of India-Marxist member accused of being a spy,1813,1564,1546,10,6,2010
3184,Imphal,24.830175,93.943216,2036,417,23,A gas station was targeted in the attack.,2121,533,1414,10,7,2010
3185,Tippapur,17.248678,80.147376,1514,1538,266,"A local tribal leader, identified as Nupa Babu, was targeted in the attack.",1813,1564,1546,10,8,2010
3186,Surimetta,17.248678,80.147376,592,1538,266,"A suspected police informer, Vantala Bhaskara Rao,",1813,1564,1546,10,8,2010
3187,Laltengani,24.749905,84.370896,592,876,296,"Member of Legislative Assembly (MLA), Mohammad Nehaluddin of Rashtriya Janata Dal (RJD)",382,329,1546,10,9,2010
3188,Purulia district,23.332078,86.365208,1514,1538,189,Two Communist Party of India-Marxist (CPM) supporters,1813,1564,1546,10,9,2010
3189,West Garo Hills district,25.570455,90.218384,2036,417,51,A bakery was targeted in the attack.,2121,315,82,10,9,2010
3190,Bijapur district,18.791667,80.816667,1514,786,433,Two policemen,1813,1564,1546,10,12,2010
3191,Imphal,24.824183,93.945765,2036,876,296,"The residence of executive engineer of state electricity department, Chabungbam Rajbabu,",2121,533,30,10,12,2010
3192,Khairaput,18.486587,82.237957,2036,876,296,A panchayat (village level local self-government institution) was targeted in the attack.,2121,265,1546,10,13,2010
3193,Belatikri,22.86775,86.944884,1514,876,315,"Tapan Dolui, a member of the ruling Communist Party of India-Marxist (CPM) Belatikri local committee, was targeted in the attack.",1813,1564,1546,10,13,2010
3194,Mazbat,26.795846,92.28714,592,417,221,A contractor was targeted in the attack.,1813,44,106,10,13,2010
3195,Bijapur district,18.791667,80.816667,592,876,296,Three government officials,371,403,1546,10,14,2010
3196,Phulwar,24.42099,83.650803,1514,102,75,"Raj Kumar Sao, a former Communist Party of India-Maoist (CPI-M) militant and suspected police informer, was targeted in the attack.",1813,1564,1546,10,17,2010
3197,Topodisa,25.180736,93.006434,1514,102,75,"Maurong Dimasa, a Black Widow (DHD-J) leader was targeted in the attack.",1813,1564,1414,10,18,2010
3198,Tongpal,18.667221,81.671991,437,417,142,Three vehicles and two tippers engaged in road construction work,382,329,1546,10,18,2010
3199,Sikhapalli,18.461069,82.155045,2036,313,63,A Border Security Force (BSF) camp,2121,265,1546,10,18,2010
3200,Narayanpur,19.203477,81.934532,592,1538,186,"A former village head, Gulab Singh,",1813,1564,1546,10,19,2010
3201,Balarampur,23.094391,86.220296,1514,876,315,"Yudhisthir Mondal, a leader of the Communist Party of India-Marxist (CPM) was targeted in the attack.",1813,1564,1546,10,19,2010
3202,Purulia district,23.332078,86.365208,1514,876,315,"Sitanath Singh Sardar, a secretary of Communist Party of India-Marxist (CPM) was targeted in the attack.",1813,1564,1546,10,19,2010
3203,Usur,18.484547,80.752565,1514,368,74,A passenger bus was targeted in the attack.,1813,1564,1546,10,20,2010
3204,Chando,24.460292,84.998289,592,1538,186,"A civilian, GovardhanYadav,",371,403,1546,10,21,2010
3205,Jaigir,25.017247,85.416454,592,1538,186,"A civilian, Mohamed Kaiser,",371,403,1546,10,21,2010
3206,Lalgarh,26.828525,84.560034,2036,786,433,Police,2121,265,1546,10,22,2010
3207,Bijapur,18.791667,80.816667,592,786,433,Five members of a Special Police Officer's family,371,403,1546,10,22,2010
3208,Bijapur,18.791667,80.816667,592,786,433,"Irpa Dinesh, a Special Police Officer,",243,1,1546,10,22,2010
3209,Khunti district,23.075278,85.278889,127,1538,266,"A civilian, suspected of being a police informer, was targeted in the attack.",371,403,1546,10,22,2010
3210,Podia,17.862768,81.407293,2036,876,143,A panchayat (village level local self-government institution) office,2121,674,1546,10,23,2010
3211,Barabhum,23.02663,86.364287,592,876,7,"Partha Biswas, an intelligence branch inspector,",371,403,1546,10,23,2010
3212,Awapalli,18.580888,80.772251,592,1538,447,Five civilians that were suspected of applying for the Special Police Officer (SPO) post,371,403,1546,10,24,2010
3213,Usur,18.484547,80.752565,592,1538,447,"A village leader, Bhothraj Sodi,",371,403,1546,10,24,2010
3214,Chandrakona,22.732874,87.516925,1514,1538,9,A student,1813,1564,1546,10,24,2010
3215,Karaki,20.256227,80.785271,1514,1538,186,"A civilian, identified as Dhansai Kovasi,",1813,1564,1546,10,25,2010
3216,Taothong,24.816658,93.864894,2036,876,296,"The residence of Meitram Kesho, a government contractor,",2121,533,1414,10,25,2010
3217,Badakihathiya,25.380634,86.465382,437,876,315,"Three Tarapur Assembly constituency, Congress and Janvadi Samajwadi Party campaign vehicles",382,329,1546,10,26,2010
3218,Kishtwar,33.313294,75.763367,592,130,26,Two Rehbar-e-Taleem teachers,371,403,88,10,26,2010
3219,Bagetar,25.161875,93.000669,2036,368,205,A railway track was targeted in the attack.,2121,674,23,10,27,2010
3220,Aurangabad,24.749905,84.370896,2036,130,88,The Jordi school building,2121,315,1546,10,28,2010
3221,Ranchi,23.369968,85.325012,437,417,27,A Bolero vehicle and a pay loader of the state-owned Central Coalfield Ltd,382,329,1546,10,28,2010
3222,Bundu,23.16,85.586935,437,1538,80,Six villagers' homes,4,403,9,10,30,2010
3223,Bettiah,26.801527,84.502967,2036,368,43,A bridge in Jamui,2121,674,1546,11,1,2010
3224,Ratu Chatti,23.417853,85.211422,1514,1538,186,A civilian identified as Chedi Singh,1813,1564,1546,11,1,2010
3225,Imphal,24.817011,93.936844,2036,876,296,"The residence of the District Fishery Officer (DFO), Leisangthem Kumar,",2121,533,1414,11,1,2010
3226,Kutumba,24.749905,84.370896,2036,130,88,A school was targeted in the attack.,2121,315,1546,11,3,2010
3227,Jhargam,22.45109,86.995289,1514,1538,189,"Bimal Das, a supporter of the ruling Communist Party of India-Marxist (CPM),",1813,1564,1546,11,3,2010
3228,Chandpara,22.976316,88.781433,33,786,433,Police officers,243,25,1546,11,4,2010
